#,Name,Position,Year,Status,team
41,Braden Barscewski,TE,RS FR,Active,Coffeyville Community College
42,Kamsi Arinze,LB,RSFR,Active,Coffeyville Community College
43,Lonnie Burt,LB,Fr,Active,Coffeyville Community College
44,Austin Appiah,DL,So,Active,Coffeyville Community College
45,Tyler Antle,P,Fr,Active,Coffeyville Community College
46,Kevin Fay,LS,Fr,Active,Coffeyville Community College
47,Brady Braun,P,RS SO,Active,Coffeyville Community College
50,Trent Lovett,OL,So,Active,Coffeyville Community College
52,Aiden Kipp,OL,RS FR,Active,Coffeyville Community College
54,Dante Devine,OL,Fr,Active,Coffeyville Community College
55,Eric Lane,OL,RS SO,Active,Coffeyville Community College
56,Kaidan Paddy,OL,RS FR,Active,Coffeyville Community College
60,Devon Waller,OL,RS FR,Active,Coffeyville Community College
63,Da'Jy'Quwan Jackson,OL,Fr,Active,Coffeyville Community College
65,Adrian Fisher,OL,RS FR,Active,Coffeyville Community College
69,Jordan Okon,OL,RS FR,Active,Coffeyville Community College
71,Zeshaun Hudson,OL,RS FR,Active,Coffeyville Community College
75,Casey Jean-Baptiste,OL,RS FR,Active,Coffeyville Community College
76,Liam Cassidy,OL,Fr,Active,Coffeyville Community College
77,Khalil Walker,OL,RS FR,Active,Coffeyville Community College
80,Jaden Jones,WR,RS FR,Active,Coffeyville Community College
81,Hunter Martens,K,FR,Active,Coffeyville Community College
82,Tymere Thornton,TE,RSFR,Active,Coffeyville Community College
83,Ashton White,WR,Fr,Active,Coffeyville Community College
84,Kameron Cyprien,DL,Fr,Active,Coffeyville Community College
85,Donovan Moore,WR,RS FR,Active,Coffeyville Community College
87,Hayden Lucas,TE,Fr,Active,Coffeyville Community College
88,Cam Paul,TE,RS FR,Active,Coffeyville Community College
90,Alijah Brown,DL,So,Active,Coffeyville Community College
91,Lathan McCoy,DL,Fr,Active,Coffeyville Community College
92,Lorenzo Hixon,DL,RS FR,Active,Coffeyville Community College
95,Daniel Vann,DL,Fr,Active,Coffeyville Community College
98,Michael Jamerson,DL,RS FR,Active,Coffeyville Community College
99,Emmanuel Gee,DL,So,Active,Coffeyville Community College
0,Mekhi Hunt,ATH,Freshman,Active,Community Christian (Mich.)
0D,Anthony Thomas,LB,Freshman,Active,Community Christian (Mich.)
1D,Lavan Mack,ATH,,Active,Community Christian (Mich.)
4,Martez Langford,DB,Sophomore,Active,Community Christian (Mich.)
7,Kameron Ledbetter,DB,,Active,Community Christian (Mich.)
8,Jo'Vaughn Smith,RB,,Active,Community Christian (Mich.)
11,Tyler Holly,DE,,Active,Community Christian (Mich.)
12,Jamel Thomas,TE,Sophomore,Active,Community Christian (Mich.)
13,Kavon Matthews,WR,Freshman,Active,Community Christian (Mich.)
14,Elijah Rashid,WR,Sophomore,Active,Community Christian (Mich.)
15,Cam Jones,RB,Sophomore,Active,Community Christian (Mich.)
16,Xavier Smith,WR,,Active,Community Christian (Mich.)
17,Michael Martin-El,QB,Sophomore,Active,Community Christian (Mich.)
18,Jordan Durham,QB,,Active,Community Christian (Mich.)
1B,Devin Burch,LB,Sophomore,Active,Community Christian (Mich.)
1E,Malik Munson,CB,,Active,Community Christian (Mich.)
1I,JoJo Brothers IV,WR,Sophomore,Active,Community Christian (Mich.)
1P,DeAngelio Hobbs,CB,,Active,Community Christian (Mich.)
1Q,Ray Pritchett,DE,Freshman,Active,Community Christian (Mich.)
1Z,Bernard Guillen,DB,Sophomore,Active,Community Christian (Mich.)
2D,Ralph Gaston Jr.,SAF,Sophomore,Active,Community Christian (Mich.)
20,Cardier Poellnitz,WR,Sophomore,Active,Community Christian (Mich.)
21,Jerome Morgan,SS,Freshman,Active,Community Christian (Mich.)
23,Mateo Ledesma,RB,Sophomore,Active,Community Christian (Mich.)
24,Kaelon Livers,CB,,Active,Community Christian (Mich.)
26,Amaree Baker,CB,,Active,Community Christian (Mich.)
27,Davon Jackson,LB,Sophomore,Active,Community Christian (Mich.)
2E,Nick Honore,DB,Sophomore,Active,Community Christian (Mich.)
2F,Herman Houston IV,WR,,Active,Community Christian (Mich.)
2I,Antoine Brown,CB,Sophomore,Active,Community Christian (Mich.)
2O,Micale Mcclure,ATH,Sophomore,Active,Community Christian (Mich.)
2P,James Marshall III,DB,Freshman,Active,Community Christian (Mich.)
2R,Lenell Martin Jr.,RB,Freshman,Active,Community Christian (Mich.)
2S,DeShaun Parkman,RB,,Active,Community Christian (Mich.)
3D,Treveyon Brown,CB,Sophomore,Active,Community Christian (Mich.)
5D,Xavier Green,OLB,,Active,Community Christian (Mich.)
6D,Chauncey Freeman,DB,Freshman,Active,Community Christian (Mich.)
10,Sunerio Hamilton,RB,Freshman,Active,Community Christian (Mich.)
22,Jacob Greene,RB,,Active,Community Christian (Mich.)
25,Deric Gibson,DB,Freshman,Active,Community Christian (Mich.)
30,DeCorian Forest Jr,ILB,Sophomore,Active,Community Christian (Mich.)
32,Mo Diop,DB,,Active,Community Christian (Mich.)
34,Cayden Hanadel,FB,Freshman,Active,Community Christian (Mich.)
35,Sean Russaw,RB,,Active,Community Christian (Mich.)
38,Jayden Dennis,DE,Sophomore,Active,Community Christian (Mich.)
39,Mekhi Elam,RB,,Active,Community Christian (Mich.)
3O,Marcellius Avery,WR,,Active,Community Christian (Mich.)
3Q,Terique Denning,LB,Sophomore,Active,Community Christian (Mich.)
41,Elijah Reilly,OL,Sophomore,Active,Community Christian (Mich.)
42,Kyle Bivins,DT,Freshman,Active,Community Christian (Mich.)
44,Justice Kreston,DT,,Active,Community Christian (Mich.)
45,John Hunt,DB,Freshman,Active,Community Christian (Mich.)
48,Daniel Sanford-Sanders,DB,Freshman,Active,Community Christian (Mich.)
4S,Germaine Coates Jr,LB,,Active,Community Christian (Mich.)
4Z,Emmanuel White,LB,,Active,Community Christian (Mich.)
9D,Narei White,DT,Freshman,Active,Community Christian (Mich.)
19,David Williams,QB,Sophomore,Active,Community Christian (Mich.)
54,Cooper Brown,OL,Freshman,Active,Community Christian (Mich.)
55,Jason Bowers,OL,Freshman,Active,Community Christian (Mich.)
56,Ramsees Stephens,G,Freshman,Active,Community Christian (Mich.)
57,Davion Johnson,DT,Freshman,Active,Community Christian (Mich.)
58,Breon Key,OG,Sophomore,Active,Community Christian (Mich.)
59,Justin Coopwood,OLB,,Active,Community Christian (Mich.)
5E,Rashod Harris,OL,Sophomore,Active,Community Christian (Mich.)
5O,Darnell Boone,RB,Freshman,Active,Community Christian (Mich.)
5R,Andrico Sylvertooth,DE,Freshman,Active,Community Christian (Mich.)
5Z,RJ Hill,ATH,,Active,Community Christian (Mich.)
60,Lorenzo Jones,DT,Sophomore,Active,Community Christian (Mich.)
62,Mario Smith,DT,,Active,Community Christian (Mich.)
64,McCoy Williams,DE,Freshman,Active,Community Christian (Mich.)
6R,Ray Cody,OT,Freshman,Active,Community Christian (Mich.)
73,Brady Montie,OL,Freshman,Active,Community Christian (Mich.)
74,James Blaylock,OT,Freshman,Active,Community Christian (Mich.)
78,Jordan King,DL,Sophomore,Active,Community Christian (Mich.)
7O,Jalen Davenport,WR,,Active,Community Christian (Mich.)
80,Trey West,WR,,Active,Community Christian (Mich.)
83,Chase Thomas,WR,Freshman,Active,Community Christian (Mich.)
85,Willie Deal,WR,,Active,Community Christian (Mich.)
86,Anias Walker-Reeves,WR,,Active,Community Christian (Mich.)
88,Tate Chatfield,WR,Freshman,Active,Community Christian (Mich.)
89,Quintin Goodloe-Maloy,WR,Sophomore,Active,Community Christian (Mich.)
8O,Marcellus Hunt,RB,Freshman,Active,Community Christian (Mich.)
90,Jeremiah Lewis,DL,,Active,Community Christian (Mich.)
92,Daunte Hughey-Mays,DT,,Active,Community Christian (Mich.)
96,Colossae Porter,DT,Freshman,Active,Community Christian (Mich.)
0,M'Kai Oliver,NA,Fr,Active,Community Christian College
1,Xayvier Wilson,NA,So,Active,Community Christian College
2,Orian Williams,NA,Fr,Active,Community Christian College
3,Ty-Heem Akridge,NA,Fr,Active,Community Christian College
4,Joseph Milner,NA,Fr,Active,Community Christian College
6,Stephen Ibsen,NA,Fr,Active,Community Christian College
7,Garrett Harjo,NA,Fr,Active,Community Christian College
8,Angel Diaz,NA,Fr,Active,Community Christian College
9,Jacorey Denrow,NA,Fr,Active,Community Christian College
10,Alton Pate,NA,Fr,Active,Community Christian College
11,Aaron Cabral,NA,Fr,Active,Community Christian College
12,Jordan Aubert,NA,Fr,Active,Community Christian College
13,Franky Rodriguez,NA,Fr,Active,Community Christian College
14,Abel Ramos,NA,Fr,Active,Community Christian College
15,Shaka Peters,NA,Fr,Active,Community Christian College
17,Nene Arriaga,NA,Fr,Active,Community Christian College
24,Jermiah Junious,NA,Fr,Active,Community Christian College
44,Xavier Rebollosa,NA,Fr,Active,Community Christian College
60,Keelai Hiscock,NA,Fr,Active,Community Christian College
61,Elijah Ramirez,NA,Fr,Active,Community Christian College
64,Trillion Robinson,NA,Fr,Active,Community Christian College
65,Johnnie Arrington,NA,Fr,Active,Community Christian College
66,James Reyes,NA,Fr,Active,Community Christian College
71,Takoda Rivers,NA,Fr,Active,Community Christian College
73,Jacob Batterson,NA,Fr,Active,Community Christian College
0A,"Deantre Jackson, Jr.",RB,So.,Active,Copiah-Lincoln Community College
0B,Lakendrick James,LB,So.,Active,Copiah-Lincoln Community College
4,Jabraxton Boone,WR,R-Fr.,Active,Copiah-Lincoln Community College
8,DJ Hill-Smith,DB,So.,Active,Copiah-Lincoln Community College
10,Malachi Williams,LB,So.,Active,Copiah-Lincoln Community College
12,Will Prichard,QB,R-Fr.,Active,Copiah-Lincoln Community College
13,Ca'Ron Williams,WR,Fr.,Active,Copiah-Lincoln Community College
14,Kannon Cato,WR,Fr.,Active,Copiah-Lincoln Community College
16,Eli Viniard,QB,Fr.,Active,Copiah-Lincoln Community College
18,Lonnie Smith,LB,Fr.,Active,Copiah-Lincoln Community College
1A,Tray Minor,RB,So.,Active,Copiah-Lincoln Community College
1B,Tre Webb,DB,R-Fr.,Active,Copiah-Lincoln Community College
3,Doug Nelson,DB,Fr.,Active,Copiah-Lincoln Community College
5,Zyrian Jackson,DB,So.,Active,Copiah-Lincoln Community College
6,Mike Williams,WR,R-Fr.,Active,Copiah-Lincoln Community College
11,Matt Mayfield,WR,Fr.,Active,Copiah-Lincoln Community College
15,Will Loy,QB,So.,Active,Copiah-Lincoln Community College
17,Elijah Lagg,TE,So.,Active,Copiah-Lincoln Community College
19,Kamron Pittman,TE,Fr.,Active,Copiah-Lincoln Community College
20,Joe Doston,LB,Fr.,Active,Copiah-Lincoln Community College
21,Mekhi Mayweather,DB,So.,Active,Copiah-Lincoln Community College
22,Gavin Brown,RB,Fr.,Active,Copiah-Lincoln Community College
23,Tenerrean Jackson,DB,Fr.,Active,Copiah-Lincoln Community College
24,Marcus Allen,WR,Fr.,Active,Copiah-Lincoln Community College
25,Jay Ulmer,DB,Fr.,Active,Copiah-Lincoln Community College
27,Jonathan Crain,DB,Fr.,Active,Copiah-Lincoln Community College
28,Martavian Sanders,DB,R-Fr.,Active,Copiah-Lincoln Community College
29,Jordan Berry,DB,Fr.,Active,Copiah-Lincoln Community College
2A,Dezmond Ray,RB,So.,Active,Copiah-Lincoln Community College
2B,Ricardo Butler Jr.,DB,So.,Active,Copiah-Lincoln Community College
30,Jermar McCarter,LB,Fr.,Active,Copiah-Lincoln Community College
31,Aayden Walker,DL,Fr.,Active,Copiah-Lincoln Community College
32,Davin Chung,LB,Fr.,Active,Copiah-Lincoln Community College
33,Lee Holmes,LB,Fr.,Active,Copiah-Lincoln Community College
34,Bryce Hooker,DB,Fr.,Active,Copiah-Lincoln Community College
40,Chris Brown,DL,Fr.,Active,Copiah-Lincoln Community College
42,Keyundre Felton,LB,Fr.,Active,Copiah-Lincoln Community College
43,Jackson Easton,LS,Fr.,Active,Copiah-Lincoln Community College
44,Rakeem Davis,DL,Fr.,Active,Copiah-Lincoln Community College
45,Ladainian Davis,DL,So.,Active,Copiah-Lincoln Community College
47,Kenneth Andrews,DL,So.,Active,Copiah-Lincoln Community College
49,Humberto Rosales,K/P,Fr.,Active,Copiah-Lincoln Community College
50,Edarius Green,OL,Fr.,Active,Copiah-Lincoln Community College
51,Jamaal Dinkins,DL,R-So.,Active,Copiah-Lincoln Community College
52,Ashton Bedford,OL,Fr.,Active,Copiah-Lincoln Community College
54,Londen Butler,OL,Fr.,Active,Copiah-Lincoln Community College
55,Devan Drennan,OL,Fr.,Active,Copiah-Lincoln Community College
56,Jatylon Holloway,OL,So.,Active,Copiah-Lincoln Community College
57,Jakolby Jones,OL,Fr.,Active,Copiah-Lincoln Community College
61,Dylan Harper,OL,Fr.,Active,Copiah-Lincoln Community College
63,Bryan Jones,OL,So.,Active,Copiah-Lincoln Community College
65,Jatavius Jones,OL,So.,Active,Copiah-Lincoln Community College
67,Joseph Warren,OL,Fr.,Active,Copiah-Lincoln Community College
75,Jarmaine Mitchell,OL,Fr.,Active,Copiah-Lincoln Community College
7A,Jamarion McCray,WR,Fr.,Active,Copiah-Lincoln Community College
7B,Brent Barnes,DB,So.,Active,Copiah-Lincoln Community College
84,Jamarion Bowling,WR,So.,Active,Copiah-Lincoln Community College
85,Que Tillman,TE,Fr.,Active,Copiah-Lincoln Community College
90,Fred Dampeer,DL,Fr.,Active,Copiah-Lincoln Community College
94,Deaundre Washington,DL,Fr.,Active,Copiah-Lincoln Community College
95,Damien Gill,DL,Fr.,Active,Copiah-Lincoln Community College
96,Deshawn Palmer,DL,So.,Active,Copiah-Lincoln Community College
98,Jaleel Jackson,DL,Fr.,Active,Copiah-Lincoln Community College
9A,Jordan Richardson,WR,Fr.,Active,Copiah-Lincoln Community College
9B,Fernando Washington,LB,So.,Active,Copiah-Lincoln Community College
0,Sonny Semeatu,DE,RS-SO,Active,Dodge City Community College
1,Kerya Powell,WR,RS-SO,Active,Dodge City Community College
2,Amarian Louis,DB,RS-FR,Active,Dodge City Community College
3,Kenyan Hunter,DB,RS-SO,Active,Dodge City Community College
4,Markerious Johnson,WR,RS-SO,Active,Dodge City Community College
5,Dior Boyd,DB,SO,Active,Dodge City Community College
6,Tory Gethers,LB,SO,Active,Dodge City Community College
7,Bryce Conover,QB,RS-SO,Active,Dodge City Community College
8,Akim Lanieux,WR,RS-SO,Active,Dodge City Community College
9,Caleb Sedegan,TE/P,RS-SO,Active,Dodge City Community College
10,Gavynn Parker,QB,RS-FR,Active,Dodge City Community College
11,Noah Williams,LB,RS-SO,Active,Dodge City Community College
12,Kaleb Gray,DB,RS-FR,Active,Dodge City Community College
13,Ahmir Batts,WR/DB,RS-SO,Active,Dodge City Community College
14,Jaylon Jordan,WR,RS-FR,Active,Dodge City Community College
15,Braxton Clark,QB,FR,Active,Dodge City Community College
16,Ahmir Culmer,TE,SO,Active,Dodge City Community College
17,Anthony Mattison,LB,Fr,Active,Dodge City Community College
18,Ryan Scott,QB,RS-FR,Active,Dodge City Community College
19,Emanuel Aguilar,K/P,RS-SO,Active,Dodge City Community College
21,Sam Brooks,DB,SO,Active,Dodge City Community College
22,Stone Wilson,RB,RS-SO,Active,Dodge City Community College
23,Shannon Craver,RB,RS-FR,Active,Dodge City Community College
24,Amoriea Jenkins,DB,FR,Active,Dodge City Community College
25,Jamari Mosley,DB,FR,Active,Dodge City Community College
26,Lovell Vereen,LB,FR,Active,Dodge City Community College
27,Derick Shanks Jr.,RB,FR,Active,Dodge City Community College
28,Antonio Delgado,LB,SO,Active,Dodge City Community College
29,Loden West,LB,FR,Active,Dodge City Community College
30,Carson Spoonts,LS/DB,FR,Active,Dodge City Community College
31,Kaleb Pillow,DB,RS-SO,Active,Dodge City Community College
33,Colby Archie,DE,FR,Active,Dodge City Community College
35,Noe Geremias,LB,RS-FR,Active,Dodge City Community College
36,Zane Shadid,LB,RS-FR,Active,Dodge City Community College
38,Avonte Grant,DB,RS-FR,Active,Dodge City Community College
40,Chris Fitzpatrick,LB - DE,SO,Active,Dodge City Community College
43,Victor Balderas,LB,SO,Active,Dodge City Community College
44,Brandon Contreras,LB,FR,Active,Dodge City Community College
45,Cole Rickard,LB,FR,Active,Dodge City Community College
47,Spencer Vaka,DL,RS-FR,Active,Dodge City Community College
48,Darius Hampton,DE,RS-SO,Active,Dodge City Community College
49,Markus Lewis,DT,FR,Active,Dodge City Community College
51,Micah Wing,DE,RS-FR,Active,Dodge City Community College
52,Denard Smith,OL,RS-SO,Active,Dodge City Community College
53,Elijah Semeatu,DE,FR,Active,Dodge City Community College
54,Jacory McDaniel,OL,FR,Active,Dodge City Community College
55,Daeton Maze,DT,Fr,Active,Dodge City Community College
56,Hollis Sams,DL,SO,Active,Dodge City Community College
58,Ashton Jackson,OL,SO,Active,Dodge City Community College
68,Xavier Smith,OL,SO,Active,Dodge City Community College
70,Melvin Robinson,OL,SO,Active,Dodge City Community College
71,Ashton Francis,OL,RS-FR,Active,Dodge City Community College
72,Quentin Butler,OL,SO,Active,Dodge City Community College
73,Feairius Smith,OL,FR,Active,Dodge City Community College
74,Deivi Martinez,OL,SO,Active,Dodge City Community College
80,Newt Taylor,WR,RS-FR,Active,Dodge City Community College
81,Antonio Jamison,WR,RS-SO,Active,Dodge City Community College
82,Brycen Davis,TE/DB,RS-SO,Active,Dodge City Community College
84,Reggie McDonald,WR/DB,RS-FR,Active,Dodge City Community College
86,Zach Lorhan,WR,RS-FR,Active,Dodge City Community College
89,Nick Ahles,WR,FR,Active,Dodge City Community College
90,Orion French,DL,RS-SO,Active,Dodge City Community College
91,Efrain Holguin,DT,FR,Active,Dodge City Community College
95,Masai Smith,DT,FR,Active,Dodge City Community College
97,Jowhar Franklin,DT,FR,Active,Dodge City Community College
0B,Nikolas Barnes,DL,SO,Active,East Central Community College
0C,Donte Booth,,FR,Active,East Central Community College
8,Keoni Denny,LB,FR,Active,East Central Community College
10,Lawerence Armstrong,WR,SO,Active,East Central Community College
11,Tate Collins,,SO,Active,East Central Community College
12,Prince Cottonham,DB,FR,Active,East Central Community College
13,Kristian Dillard,DB,FR,Active,East Central Community College
14,Jaquel Dukes,WR,FR,Active,East Central Community College
15,Gregory Scott,LB,FR,Active,East Central Community College
16,Terry Patton Jr.,WR,FR,Active,East Central Community College
17,Chris Shorts,,FR,Active,East Central Community College
18,Zach Marlin,,FR,Active,East Central Community College
19,Cartize Booth,,SO,Active,East Central Community College
1A,Eelijah Singleton,,FR,Active,East Central Community College
1B,Amarien Jefferson,,SO,Active,East Central Community College
21,Jai'teriyas Robinson,LB,FR,Active,East Central Community College
22,Donnie Smith,LB,SO,Active,East Central Community College
23,Emmanuel Robinson,LB,FR,Active,East Central Community College
24,Shunterrion Sherrod,DB,SO,Active,East Central Community College
25,Kerion Jones,DB,FR,Active,East Central Community College
26,Cade Mangum,K,SO,Active,East Central Community College
27,Elgin McDuffey,LB,FR,Active,East Central Community College
28,Josiah Sanders,,SO,Active,East Central Community College
29,Nekhi Cox,P/K,SO,Active,East Central Community College
2A,Landon Sims,QB,RS-FR,Active,East Central Community College
2B,Cedric Moore Jr,,SO,Active,East Central Community College
2c,Maliki Mickel,,FR,Active,East Central Community College
31,Deshawn White,LB,SO,Active,East Central Community College
